geoid,name,B11002001,"B11002001, Error",B11002002,"B11002002, Error",B11002003,"B11002003, Error",B11002004,"B11002004, Error",B11002005,"B11002005, Error",B11002006,"B11002006, Error",B11002007,"B11002007, Error",B11002008,"B11002008, Error",B11002009,"B11002009, Error",B11002010,"B11002010, Error",B11002011,"B11002011, Error",B11002012,"B11002012, Error",parejas_casadas,hombre_cabeza_familia,mujer_cabeza_familia,no_familiar,total,%parejas_casadas,%hombre_cabeza_familia,%mujer_cabeza_familia,%no_familiar
16000US5370175,"Taholah, WA",773,179.0,728,173,340,137,340,137,0,13,39,27,32,24,7,7,349,116,331,109,18,17,45,27,340,39,349,45,773,43.98447606727037,5.045278137128072,45.14877102199224,5.821474773609314
