geoid,name,Total_Poblacion,Blanco,Negro,Nativo,Hispano,Otro,%Blanco,%Negro,%Nativo,%Hispano,%Otro
16000US5370175,"Taholah, WA",778,30,1,657,58,32,3.8560411311053984,0.12853470437017994,84.44730077120822,7.455012853470437,4.113110539845758
