geoid,name,B15002001,"B15002001, Error",B15002002,"B15002002, Error",B15002003,"B15002003, Error",B15002004,"B15002004, Error",B15002005,"B15002005, Error",B15002006,"B15002006, Error",B15002007,"B15002007, Error",B15002008,"B15002008, Error",B15002009,"B15002009, Error",B15002010,"B15002010, Error",B15002011,"B15002011, Error",B15002012,"B15002012, Error",B15002013,"B15002013, Error",B15002014,"B15002014, Error",B15002015,"B15002015, Error",B15002016,"B15002016, Error",B15002017,"B15002017, Error",B15002018,"B15002018, Error",B15002019,"B15002019, Error",B15002020,"B15002020, Error",B15002021,"B15002021, Error",B15002022,"B15002022, Error",B15002023,"B15002023, Error",B15002024,"B15002024, Error",B15002025,"B15002025, Error",B15002026,"B15002026, Error",B15002027,"B15002027, Error",B15002028,"B15002028, Error",B15002029,"B15002029, Error",B15002030,"B15002030, Error",B15002031,"B15002031, Error",B15002032,"B15002032, Error",B15002033,"B15002033, Error",B15002034,"B15002034, Error",B15002035,"B15002035, Error",total_educacion,sin_titulo_hombres,sin_titulo_mujeres,sin_titulo_total,secundaria_hombres,secundaria_mujeres,secundaria_total,uni_trunca_hombres,uni_trunca_mujeres,uni_trunca_total,licenciatura_hombres,licenciatura_mujeres,licenciatura_total,posgrado_hombres,posgrado_mujeres,posgrado_total,total_hombres_educacion,total_mujeres_educacion,sin_titulo_pct_total,secundaria_pct_total,uni_trunca_pct_total,licenciatura_pct_total,posgrado_pct_total
16000US5370175,"Taholah, WA",509,142,242,102,0,13,0,13,0,13,0,13,3,6,5,6,3,5,3,6,158,92,1,3,56,32,13,11,0,13,0,13,0,13,0,13,267,65,0,13,0,13,3,6,2,3,6,7,9,9,25,17,0,13,94,37,34,22,56,26,13,12,14,15,8,8,3,4,0,13,509,14,45,59,158,94,252,70,103,173,0,14,14,0,11,11,242,267,11.591355599214145,49.50884086444008,33.988212180746565,2.75049115913556,2.161100196463654
