geoid,name,total_movilidad,misma_casa_total,mismo_condado_total,condado_dif_total,estado_dif_total,extranjero_total,%misma_casa_1_anio,%dentro_mismo_condado,%condado_diferente_mismo_estado,%estado_diferente,%del_extranjero,misma_casa_male,misma_casa_female,mismo_condado_male,mismo_condado_female,condado_dif_male,condado_dif_female,estado_dif_male,estado_dif_female,extranjero_male,extranjero_female,%misma_casa_male,%misma_casa_female,%mismo_condado_male,%mismo_condado_female,%condado_dif_male,%condado_dif_female,%estado_dif_male,%estado_dif_female,%extranjero_male,%extranjero_female
16000US5370175,"Taholah, WA",777,678,82,17,0,0,87.25868725868726,10.553410553410554,2.187902187902188,0.0,0.0,320,358,37,45,4,13,0,0,0,0,47.1976401179941,52.8023598820059,45.1219512195122,54.87804878048781,23.52941176470588,76.47058823529412,,,,
