geoid,name,B19001001,"B19001001, Error",B19001002,"B19001002, Error",B19001003,"B19001003, Error",B19001004,"B19001004, Error",B19001005,"B19001005, Error",B19001006,"B19001006, Error",B19001007,"B19001007, Error",B19001008,"B19001008, Error",B19001009,"B19001009, Error",B19001010,"B19001010, Error",B19001011,"B19001011, Error",B19001012,"B19001012, Error",B19001013,"B19001013, Error",B19001014,"B19001014, Error",B19001015,"B19001015, Error",B19001016,"B19001016, Error",B19001017,"B19001017, Error",menos_50000,de_50000_a_100000,de_100000_a_200000,mas_200000,Total_Ingresos,%menos_50000,%de_50000_a_100000,%de_100000_a_200000,%mas_200000
16000US5370175,"Taholah, WA",250,62,22,17,53,41,14,13,9,10,2,5,0,13,17,13,10,8,6,8,8,8,27,16,31,18,3,6,14,12,34,33,0,13,133,66,51,0,250,53.2,26.400000000000002,20.4,0.0
